name,NaPS,sorbent,solvent,energy,iteration,electronic_scf,vdw,oxidation_states
Na2S6-PC-vdw-elecmin,Na2S6,,PC,-157.2689685687305,3.0,False,True,"[{'Element': 'S', 'Oxidation States': [-0.502, 0.342, -0.465, -0.465, 0.342, -0.501]}, {'Element': 'Na', 'Oxidation States': [0.865, 0.865]}]"
Na2S6-elecmin,Na2S6,,Vacuum,-157.09853754089247,0.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.392, 0.392, -0.457, -0.457, 0.392, -0.393]}, {'Element': 'Na', 'Oxidation States': [0.72, 0.721]}]"
Na2S6-glyme,Na2S6,,Glyme,-157.14177789238067,26.0,True,False,"[{'Element': 'S', 'Oxidation States': [-0.476, 0.372, -0.445, -0.447, 0.372, -0.476]}, {'Element': 'Na', 'Oxidation States': [0.814, 0.815]}]"
Na2S6-glyme-elecmin,Na2S6,,Glyme,-157.14179842826687,27.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.478, 0.371, -0.444, -0.443, 0.372, -0.478]}, {'Element': 'Na', 'Oxidation States': [0.815, 0.815]}]"
Na2S6-glyme-vdw,Na2S6,,Glyme,-157.15140931617424,23.0,True,True,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]"
Na2S6-glyme-vdw-elecmin,Na2S6,,Glyme,-157.15141968681945,4.0,False,True,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.375, -0.45, -0.453, 0.374, -0.474]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]"
Na2S6-vdw,Na2S6,,Vacuum,-157.10750435150217,4.0,True,True,"[{'Element': 'S', 'Oxidation States': [-0.393, 0.392, -0.457, -0.457, 0.392, -0.393]}, {'Element': 'Na', 'Oxidation States': [0.721, 0.721]}]"
Na2S6-vdw-elecmin,Na2S6,,Vacuum,-157.10750435471152,0.0,False,True,"[{'Element': 'S', 'Oxidation States': [-0.393, 0.392, -0.457, -0.457, 0.392, -0.393]}, {'Element': 'Na', 'Oxidation States': [0.721, 0.721]}]"
Na2S8,Na2S8,,Vacuum,-177.6560185338294,0.0,True,False,"[{'Element': 'S', 'Oxidation States': [-0.06, -0.015, -0.049, -0.148, 0.27, -0.415, 0.177, -0.522]}, {'Element': 'Na', 'Oxidation States': [0.731, 0.735]}]"
Na2S8-PC,Na2S8,,PC,-177.84475053352125,133.0,True,False,"[{'Element': 'S', 'Oxidation States': [-0.132, -0.068, 0.033, -0.065, 0.105, -0.653, 0.168, -0.628]}, {'Element': 'Na', 'Oxidation States': [0.975, 0.97]}]"
Na2S8-PC-elecmin,Na2S8,,PC,-177.84475455081042,5.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.131, -0.069, 0.032, -0.065, 0.105, -0.652, 0.168, -0.628]}, {'Element': 'Na', 'Oxidation States': [0.975, 0.97]}]"
Na2S8-PC-vdw,Na2S8,,PC,-177.86460210750892,103.0,True,True,"[{'Element': 'S', 'Oxidation States': [-0.111, -0.058, 0.024, -0.072, 0.113, -0.622, 0.159, -0.614]}, {'Element': 'Na', 'Oxidation States': [0.942, 0.933]}]"
Na2S8-PC-vdw-elecmin,Na2S8,,PC,-177.86467710537045,12.0,False,True,"[{'Element': 'S', 'Oxidation States': [-0.11, -0.055, 0.023, -0.074, 0.113, -0.623, 0.16, -0.615]}, {'Element': 'Na', 'Oxidation States': [0.943, 0.933]}]"
Na2S8-elecmin,Na2S8,,Vacuum,-177.6560185433347,0.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.06, -0.015, -0.049, -0.148, 0.27, -0.415, 0.177, -0.522]}, {'Element': 'Na', 'Oxidation States': [0.731, 0.735]}]"
Na2S8-glyme,Na2S8,,Glyme,-177.70733068180274,175.0,True,False,"[{'Element': 'S', 'Oxidation States': [-0.017, 0.033, -0.012, 0.002, 0.107, -0.571, 0.082, -0.558]}, {'Element': 'Na', 'Oxidation States': [0.835, 0.805]}]"
Na2S8-glyme-elecmin,Na2S8,,Glyme,-177.70660005605515,200.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.007, 0.035, -0.009, 0.006, 0.1, -0.577, 0.081, -0.562]}, {'Element': 'Na', 'Oxidation States': [0.823, 0.817]}]"
Na2S8-glyme-vdw,Na2S8,,Glyme,-177.71157096110392,16.0,True,True,"[{'Element': 'S', 'Oxidation States': [-0.09, -0.041, 0.021, -0.096, 0.153, -0.532, 0.171, -0.564]}, {'Element': 'Na', 'Oxidation States': [0.817, 0.851]}]"
Na2S8-glyme-vdw-elecmin,Na2S8,,Glyme,-177.69612651098765,6.0,False,True,"[{'Element': 'S', 'Oxidation States': [-0.154, -0.129, 0.008, -0.123, 0.136, -0.498, 0.195, -0.511]}, {'Element': 'Na', 'Oxidation States': [0.904, 0.89]}]"
Na2S8-vdw,Na2S8,,Vacuum,-177.68285507054793,175.0,True,True,"[{'Element': 'S', 'Oxidation States': [0.064, -0.003, 0.033, 0.058, 0.091, -0.548, 0.053, -0.521]}, {'Element': 'Na', 'Oxidation States': [0.778, 0.714]}]"
Na2S8-vdw-elecmin,Na2S8,,Vacuum,-177.6705437295749,29.0,False,True,"[{'Element': 'S', 'Oxidation States': [-0.034, -0.01, -0.019, -0.101, 0.216, -0.457, 0.159, -0.527]}, {'Element': 'Na', 'Oxidation States': [0.751, 0.733]}]"
