name,NaPS,sorbent,solvent,energy,iteration,electronic_scf,vdw,oxidation_states
Na2S4-PC-elecmin,Na2S4,,PC,-136.71986600803356,27.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-elecmin,Na2S4,,PC,-136.71961479076478,15.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-elecmin,Na2S4,,PC,-136.71961795821517,16.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-elecmin,Na2S4,,PC,-136.71963569379622,17.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-elecmin,Na2S4,,PC,-136.71966355321427,18.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-elecmin,Na2S4,,PC,-136.7196959641587,19.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-elecmin,Na2S4,,PC,-136.71971939434445,20.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-elecmin,Na2S4,,PC,-136.7197551728322,21.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-elecmin,Na2S4,,PC,-136.71978238543062,22.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-elecmin,Na2S4,,PC,-136.71952057002275,11.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-elecmin,Na2S4,,PC,-136.7198691134904,28.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-elecmin,Na2S4,,PC,-136.7198287373487,25.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
