name,NaPS,solvent,energy,iteration,oxidation_states,electronic_scf
Na2S4-PC-vdw,Na2S4,PC,-136.73077475918078,22.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.73233600770834,45.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.73071813973598,20.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.73074621342357,21.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.7330572864435,1.0,"[{'Element': 'S', 'Oxidation States': [-0.72, -0.043, -0.046, -0.721]}, {'Element': 'Na', 'Oxidation States': [0.95, 0.95]}]",False
Na2S4-PC-vdw,Na2S4,PC,-136.7331085628134,2.0,"[{'Element': 'S', 'Oxidation States': [-0.72, -0.043, -0.046, -0.721]}, {'Element': 'Na', 'Oxidation States': [0.95, 0.95]}]",False
Na2S4-PC-vdw,Na2S4,PC,-136.7331144485967,3.0,"[{'Element': 'S', 'Oxidation States': [-0.72, -0.043, -0.046, -0.721]}, {'Element': 'Na', 'Oxidation States': [0.95, 0.95]}]",False
Na2S4-PC-vdw,Na2S4,PC,-136.73312991146977,4.0,"[{'Element': 'S', 'Oxidation States': [-0.72, -0.043, -0.046, -0.721]}, {'Element': 'Na', 'Oxidation States': [0.95, 0.95]}]",False
Na2S4-PC-vdw,Na2S4,PC,-136.73314660227842,5.0,"[{'Element': 'S', 'Oxidation States': [-0.72, -0.043, -0.046, -0.721]}, {'Element': 'Na', 'Oxidation States': [0.95, 0.95]}]",False
Na2S4-PC-vdw,Na2S4,PC,-136.7332459878288,6.0,"[{'Element': 'S', 'Oxidation States': [-0.72, -0.043, -0.046, -0.721]}, {'Element': 'Na', 'Oxidation States': [0.95, 0.95]}]",False
Na2S4-PC-vdw,Na2S4,PC,-136.7332907750657,7.0,"[{'Element': 'S', 'Oxidation States': [-0.72, -0.043, -0.046, -0.721]}, {'Element': 'Na', 'Oxidation States': [0.95, 0.95]}]",False
Na2S4-PC-vdw,Na2S4,PC,-136.73329448550163,8.0,"[{'Element': 'S', 'Oxidation States': [-0.72, -0.043, -0.046, -0.721]}, {'Element': 'Na', 'Oxidation States': [0.95, 0.95]}]",False
Na2S4-PC-vdw,Na2S4,PC,-136.73329450088903,9.0,"[{'Element': 'S', 'Oxidation States': [-0.72, -0.043, -0.046, -0.721]}, {'Element': 'Na', 'Oxidation States': [0.95, 0.95]}]",False
Na2S4-PC-vdw,Na2S4,PC,-136.73329457265282,10.0,"[{'Element': 'S', 'Oxidation States': [-0.72, -0.043, -0.046, -0.721]}, {'Element': 'Na', 'Oxidation States': [0.95, 0.95]}]",False
Na2S4-PC-vdw,Na2S4,PC,-136.67430291140045,0.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.7041907166241,1.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.7081812685658,2.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.70836190847524,3.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.73297371906202,0.0,"[{'Element': 'S', 'Oxidation States': [-0.72, -0.043, -0.046, -0.721]}, {'Element': 'Na', 'Oxidation States': [0.95, 0.95]}]",False
Na2S4-PC-vdw,Na2S4,PC,-136.72813112119437,5.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.73068905104589,19.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.73065047164312,18.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.73064019019952,17.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.73056187746016,16.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.7301149437803,14.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.7300340335676,13.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.72964099462854,12.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.73045162046475,15.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.7294171540713,10.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.72935876619306,9.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.72922117691314,8.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.72890319927674,7.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.72817128891472,6.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.72950787719694,11.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-PC-vdw,Na2S4,PC,-136.71299873247887,4.0,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]",True
Na2S4-glyme-vdw,Na2S4,Glyme,-136.57901123631643,0.0,"[{'Element': 'S', 'Oxidation States': [-0.634, -0.021, -0.022, -0.634]}, {'Element': 'Na', 'Oxidation States': [0.842, 0.842]}]",False
Na2S4-glyme-vdw,Na2S4,Glyme,-136.5789661336002,5.0,"[{'Element': 'S', 'Oxidation States': [-0.634, -0.021, -0.022, -0.634]}, {'Element': 'Na', 'Oxidation States': [0.842, 0.842]}]",True
Na2S4-glyme-vdw,Na2S4,Glyme,-136.5790257099187,1.0,"[{'Element': 'S', 'Oxidation States': [-0.634, -0.021, -0.022, -0.634]}, {'Element': 'Na', 'Oxidation States': [0.842, 0.842]}]",False
Na2S4-glyme-vdw,Na2S4,Glyme,-136.575083663983,0.0,"[{'Element': 'S', 'Oxidation States': [-0.634, -0.021, -0.022, -0.634]}, {'Element': 'Na', 'Oxidation States': [0.842, 0.842]}]",True
Na2S4-glyme-vdw,Na2S4,Glyme,-136.5817887750858,1.0,"[{'Element': 'S', 'Oxidation States': [-0.634, -0.021, -0.022, -0.634]}, {'Element': 'Na', 'Oxidation States': [0.842, 0.842]}]",True
Na2S4-glyme-vdw,Na2S4,Glyme,-136.57798627039392,2.0,"[{'Element': 'S', 'Oxidation States': [-0.634, -0.021, -0.022, -0.634]}, {'Element': 'Na', 'Oxidation States': [0.842, 0.842]}]",True
Na2S4-glyme-vdw,Na2S4,Glyme,-136.57836053403653,3.0,"[{'Element': 'S', 'Oxidation States': [-0.634, -0.021, -0.022, -0.634]}, {'Element': 'Na', 'Oxidation States': [0.842, 0.842]}]",True
Na2S4-glyme-vdw,Na2S4,Glyme,-136.578763307817,4.0,"[{'Element': 'S', 'Oxidation States': [-0.634, -0.021, -0.022, -0.634]}, {'Element': 'Na', 'Oxidation States': [0.842, 0.842]}]",True
Na2S4-glyme-vdw,Na2S4,Glyme,-136.5789804274791,6.0,"[{'Element': 'S', 'Oxidation States': [-0.634, -0.021, -0.022, -0.634]}, {'Element': 'Na', 'Oxidation States': [0.842, 0.842]}]",True
Na2S4-glyme-vdw,Na2S4,Glyme,-136.5790143132111,8.0,"[{'Element': 'S', 'Oxidation States': [-0.634, -0.021, -0.022, -0.634]}, {'Element': 'Na', 'Oxidation States': [0.842, 0.842]}]",True
Na2S4-glyme-vdw,Na2S4,Glyme,-136.57901844912786,9.0,"[{'Element': 'S', 'Oxidation States': [-0.634, -0.021, -0.022, -0.634]}, {'Element': 'Na', 'Oxidation States': [0.842, 0.842]}]",True
Na2S4-glyme-vdw,Na2S4,Glyme,-136.5790224056235,10.0,"[{'Element': 'S', 'Oxidation States': [-0.634, -0.021, -0.022, -0.634]}, {'Element': 'Na', 'Oxidation States': [0.842, 0.842]}]",True
Na2S4-glyme-vdw,Na2S4,Glyme,-136.5790232030217,11.0,"[{'Element': 'S', 'Oxidation States': [-0.634, -0.021, -0.022, -0.634]}, {'Element': 'Na', 'Oxidation States': [0.842, 0.842]}]",True
Na2S4-glyme-vdw,Na2S4,Glyme,-136.57902429438911,12.0,"[{'Element': 'S', 'Oxidation States': [-0.634, -0.021, -0.022, -0.634]}, {'Element': 'Na', 'Oxidation States': [0.842, 0.842]}]",True
Na2S4-glyme-vdw,Na2S4,Glyme,-136.57902570755738,13.0,"[{'Element': 'S', 'Oxidation States': [-0.634, -0.021, -0.022, -0.634]}, {'Element': 'Na', 'Oxidation States': [0.842, 0.842]}]",True
Na2S4-glyme-vdw,Na2S4,Glyme,-136.57900542771654,7.0,"[{'Element': 'S', 'Oxidation States': [-0.634, -0.021, -0.022, -0.634]}, {'Element': 'Na', 'Oxidation States': [0.842, 0.842]}]",True
Na2S4-vdw,Na2S4,Vacuum,-136.5347604748879,3.0,"[{'Element': 'S', 'Oxidation States': [-0.583, 0.004, 0.004, -0.583]}, {'Element': 'Na', 'Oxidation States': [0.765, 0.765]}]",True
Na2S4-vdw,Na2S4,Vacuum,-136.534755362732,2.0,"[{'Element': 'S', 'Oxidation States': [-0.583, 0.004, 0.004, -0.583]}, {'Element': 'Na', 'Oxidation States': [0.765, 0.765]}]",True
Na2S4-vdw,Na2S4,Vacuum,-136.5347640994844,4.0,"[{'Element': 'S', 'Oxidation States': [-0.583, 0.004, 0.004, -0.583]}, {'Element': 'Na', 'Oxidation States': [0.765, 0.765]}]",True
Na2S4-vdw,Na2S4,Vacuum,-136.53470314523352,0.0,"[{'Element': 'S', 'Oxidation States': [-0.583, 0.004, 0.004, -0.583]}, {'Element': 'Na', 'Oxidation States': [0.765, 0.765]}]",True
Na2S4-vdw,Na2S4,Vacuum,-136.53473721180055,1.0,"[{'Element': 'S', 'Oxidation States': [-0.583, 0.004, 0.004, -0.583]}, {'Element': 'Na', 'Oxidation States': [0.765, 0.765]}]",True
Na2S6-PC-vdw,Na2S6,PC,-157.28845237270195,7.0,"[{'Element': 'S', 'Oxidation States': [-0.517, 0.349, -0.469, -0.469, 0.348, -0.518]}, {'Element': 'Na', 'Oxidation States': [0.9, 0.899]}]",True
Na2S6-PC-vdw,Na2S6,PC,-157.28711545598068,6.0,"[{'Element': 'S', 'Oxidation States': [-0.517, 0.349, -0.469, -0.469, 0.348, -0.518]}, {'Element': 'Na', 'Oxidation States': [0.9, 0.899]}]",True
Na2S6-PC-vdw,Na2S6,PC,-157.2848882250641,5.0,"[{'Element': 'S', 'Oxidation States': [-0.517, 0.349, -0.469, -0.469, 0.348, -0.518]}, {'Element': 'Na', 'Oxidation States': [0.9, 0.899]}]",True
Na2S6-PC-vdw,Na2S6,PC,-157.2731134789929,4.0,"[{'Element': 'S', 'Oxidation States': [-0.517, 0.349, -0.469, -0.469, 0.348, -0.518]}, {'Element': 'Na', 'Oxidation States': [0.9, 0.899]}]",True
Na2S6-PC-vdw,Na2S6,PC,-157.2758142720201,3.0,"[{'Element': 'S', 'Oxidation States': [-0.517, 0.349, -0.469, -0.469, 0.348, -0.518]}, {'Element': 'Na', 'Oxidation States': [0.9, 0.899]}]",True
Na2S6-PC-vdw,Na2S6,PC,-157.25243992758365,2.0,"[{'Element': 'S', 'Oxidation States': [-0.517, 0.349, -0.469, -0.469, 0.348, -0.518]}, {'Element': 'Na', 'Oxidation States': [0.9, 0.899]}]",True
Na2S6-PC-vdw,Na2S6,PC,-157.24050016068622,1.0,"[{'Element': 'S', 'Oxidation States': [-0.517, 0.349, -0.469, -0.469, 0.348, -0.518]}, {'Element': 'Na', 'Oxidation States': [0.9, 0.899]}]",True
Na2S6-PC-vdw,Na2S6,PC,-157.2403421677273,0.0,"[{'Element': 'S', 'Oxidation States': [-0.517, 0.349, -0.469, -0.469, 0.348, -0.518]}, {'Element': 'Na', 'Oxidation States': [0.9, 0.899]}]",True
Na2S6-PC-vdw,Na2S6,PC,-157.2689685687305,3.0,"[{'Element': 'S', 'Oxidation States': [-0.502, 0.342, -0.465, -0.465, 0.342, -0.501]}, {'Element': 'Na', 'Oxidation States': [0.865, 0.865]}]",False
Na2S6-PC-vdw,Na2S6,PC,-157.25719511399487,2.0,"[{'Element': 'S', 'Oxidation States': [-0.502, 0.342, -0.465, -0.465, 0.342, -0.501]}, {'Element': 'Na', 'Oxidation States': [0.865, 0.865]}]",False
Na2S6-PC-vdw,Na2S6,PC,-157.24034188050845,0.0,"[{'Element': 'S', 'Oxidation States': [-0.502, 0.342, -0.465, -0.465, 0.342, -0.501]}, {'Element': 'Na', 'Oxidation States': [0.865, 0.865]}]",False
Na2S6-PC-vdw,Na2S6,PC,-157.2522737614583,1.0,"[{'Element': 'S', 'Oxidation States': [-0.502, 0.342, -0.465, -0.465, 0.342, -0.501]}, {'Element': 'Na', 'Oxidation States': [0.865, 0.865]}]",False
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15124576530678,7.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.1511672023858,6.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15140930943667,0.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.375, -0.45, -0.453, 0.374, -0.474]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",False
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15141158763558,1.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.375, -0.45, -0.453, 0.374, -0.474]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",False
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15141615729652,2.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.375, -0.45, -0.453, 0.374, -0.474]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",False
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15141769625367,3.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.375, -0.45, -0.453, 0.374, -0.474]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",False
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15141968681945,4.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.375, -0.45, -0.453, 0.374, -0.474]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",False
Na2S6-glyme-vdw,Na2S6,Glyme,-157.14612734656657,0.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.14787074290598,1.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15031308920368,2.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15054305231985,3.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15089315538387,4.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15106677694772,5.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15140931617424,23.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15140837945108,22.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.1514058565954,20.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15140106541384,19.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15139548307297,18.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.1513927139101,17.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15139119309993,16.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15138852427066,15.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15138036285003,14.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15137778246404,13.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15137312870343,12.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.1513591362305,11.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.1513524738515,10.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15134300274835,9.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.15127640647003,8.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-glyme-vdw,Na2S6,Glyme,-157.1514075412704,21.0,"[{'Element': 'S', 'Oxidation States': [-0.475, 0.374, -0.451, -0.453, 0.375, -0.473]}, {'Element': 'Na', 'Oxidation States': [0.816, 0.817]}]",True
Na2S6-vdw,Na2S6,Vacuum,-157.10750262767266,3.0,"[{'Element': 'S', 'Oxidation States': [-0.393, 0.392, -0.457, -0.457, 0.392, -0.393]}, {'Element': 'Na', 'Oxidation States': [0.721, 0.721]}]",True
Na2S6-vdw,Na2S6,Vacuum,-157.10750148702917,2.0,"[{'Element': 'S', 'Oxidation States': [-0.393, 0.392, -0.457, -0.457, 0.392, -0.393]}, {'Element': 'Na', 'Oxidation States': [0.721, 0.721]}]",True
Na2S6-vdw,Na2S6,Vacuum,-157.10750435150217,4.0,"[{'Element': 'S', 'Oxidation States': [-0.393, 0.392, -0.457, -0.457, 0.392, -0.393]}, {'Element': 'Na', 'Oxidation States': [0.721, 0.721]}]",True
Na2S6-vdw,Na2S6,Vacuum,-157.10746024972605,0.0,"[{'Element': 'S', 'Oxidation States': [-0.393, 0.392, -0.457, -0.457, 0.392, -0.393]}, {'Element': 'Na', 'Oxidation States': [0.721, 0.721]}]",True
Na2S6-vdw,Na2S6,Vacuum,-157.10748472159355,1.0,"[{'Element': 'S', 'Oxidation States': [-0.393, 0.392, -0.457, -0.457, 0.392, -0.393]}, {'Element': 'Na', 'Oxidation States': [0.721, 0.721]}]",True
Na2S8-PC-vdw,Na2S8,PC,-177.8633553088618,66.0,"[{'Element': 'S', 'Oxidation States': [-0.111, -0.058, 0.024, -0.072, 0.113, -0.622, 0.159, -0.614]}, {'Element': 'Na', 'Oxidation States': [0.942, 0.933]}]",True
Na2S8-PC-vdw,Na2S8,PC,-177.86331154501727,65.0,"[{'Element': 'S', 'Oxidation States': [-0.111, -0.058, 0.024, -0.072, 0.113, -0.622, 0.159, -0.614]}, {'Element': 'Na', 'Oxidation States': [0.942, 0.933]}]",True
Na2S8-PC-vdw,Na2S8,PC,-177.86330389373705,64.0,"[{'Element': 'S', 'Oxidation States': [-0.111, -0.058, 0.024, -0.072, 0.113, -0.622, 0.159, -0.614]}, {'Element': 'Na', 'Oxidation States': [0.942, 0.933]}]",True
Na2S8-PC-vdw,Na2S8,PC,-177.86328589006985,63.0,"[{'Element': 'S', 'Oxidation States': [-0.111, -0.058, 0.024, -0.072, 0.113, -0.622, 0.159, -0.614]}, {'Element': 'Na', 'Oxidation States': [0.942, 0.933]}]",True
Na2S8-PC-vdw,Na2S8,PC,-177.86325875336706,62.0,"[{'Element': 'S', 'Oxidation States': [-0.111, -0.058, 0.024, -0.072, 0.113, -0.622, 0.159, -0.614]}, {'Element': 'Na', 'Oxidation States': [0.942, 0.933]}]",True
Na2S8-PC-vdw,Na2S8,PC,-177.86324715191682,61.0,"[{'Element': 'S', 'Oxidation States': [-0.111, -0.058, 0.024, -0.072, 0.113, -0.622, 0.159, -0.614]}, {'Element': 'Na', 'Oxidation States': [0.942, 0.933]}]",True
Na2S8-PC-vdw,Na2S8,PC,-177.86304686022555,53.0,"[{'Element': 'S', 'Oxidation States': [-0.111, -0.058, 0.024, -0.072, 0.113, -0.622, 0.159, -0.614]}, {'Element': 'Na', 'Oxidation States': [0.942, 0.933]}]",True
Na2S8-PC-vdw,Na2S8,PC,-177.86321753763647,59.0,"[{'Element': 'S', 'Oxidation States': [-0.111, -0.058, 0.024, -0.072, 0.113, -0.622, 0.159, -0.614]}, {'Element': 'Na', 'Oxidation States': [0.942, 0.933]}]",True
Na2S8-PC-vdw,Na2S8,PC,-177.86319892989547,58.0,"[{'Element': 'S', 'Oxidation States': [-0.111, -0.058, 0.024, -0.072, 0.113, -0.622, 0.159, -0.614]}, {'Element': 'Na', 'Oxidation States': [0.942, 0.933]}]",True
Na2S8-PC-vdw,Na2S8,PC,-177.86318492776905,57.0,"[{'Element': 'S', 'Oxidation States': [-0.111, -0.058, 0.024, -0.072, 0.113, -0.622, 0.159, -0.614]}, {'Element': 'Na', 'Oxidation States': [0.942, 0.933]}]",True
Na2S8-PC-vdw,Na2S8,PC,-177.86315858439525,56.0,"[{'Element': 'S', 'Oxidation States': [-0.111, -0.058, 0.024, -0.072, 0.113, -0.622, 0.159, -0.614]}, {'Element': 'Na', 'Oxidation States': [0.942, 0.933]}]",True
Na2S8-PC-vdw,Na2S8,PC,-177.86315593973856,55.0,"[{'Element': 'S', 'Oxidation States': [-0.111, -0.058, 0.024, -0.072, 0.113, -0.622, 0.159, -0.614]}, {'Element': 'Na', 'Oxidation States': [0.942, 0.933]}]",True
Na2S8-PC-vdw,Na2S8,PC,-177.8631123932464,54.0,"[{'Element': 'S', 'Oxidation States': [-0.111, -0.058, 0.024, -0.072, 0.113, -0.622, 0.159, -0.614]}, {'Element': 'Na', 'Oxidation States': [0.942, 0.933]}]",True
Na2S8-PC-vdw,Na2S8,PC,-177.86181238785173,36.0,"[{'Element': 'S', 'Oxidation States': [-0.111, -0.058, 0.024, -0.072, 0.113, -0.622, 0.159, -0.614]}, {'Element': 'Na', 'Oxidation States': [0.942, 0.933]}]",True
