name,NaPS,sorbent,Atoms,Mean,solvent,electronic_scf,vdw,Count,Median,Sam. std. dev.,Pop. std. dev.,Std. error,Skewness
N_graphene-glyme-elecmin,,N_graphene,C–C–N,75.04,Glyme,False,False,12,75.04,47.04,45.04,13.58,0.00
N_graphene-glyme-elecmin,,N_graphene,C–N–C,120.00,Glyme,False,False,3,120.00,0.00,0.00,0.00,1.73
N_graphene-glyme-elecmin-vdw,,N_graphene,C–N–C,120.00,Glyme,False,True,3,120.00,0.00,0.00,0.00,1.73
N_graphene-glyme-elecmin-vdw,,N_graphene,C–C–N,75.04,Glyme,False,True,12,75.04,47.04,45.04,13.58,0.00
N_graphene-glyme-elecmin-vdw,,N_graphene,C–C–C,112.41,Glyme,False,True,236,120.00,28.09,28.03,1.83,-1.80
N_graphene-glyme-vdw,,N_graphene,C–C–C,120.01,Glyme,True,True,161,120.01,0.06,0.06,0.00,-0.04
N_graphene-glyme-vdw,,N_graphene,C–N–C,120.00,Glyme,True,True,3,119.97,0.05,0.04,0.03,1.72
N_graphene-glyme-vdw,,N_graphene,C–C–N,119.95,Glyme,True,True,6,119.95,0.04,0.04,0.02,0.02
N_graphene-vdw,,N_graphene,C–N–C,120.00,Vacuum,True,True,3,119.97,0.05,0.04,0.03,1.72
N_graphene-vdw,,N_graphene,C–C–N,119.95,Vacuum,True,True,6,119.95,0.04,0.04,0.02,0.02
N_graphene-vdw,,N_graphene,C–C–C,120.01,Vacuum,True,True,161,120.01,0.06,0.06,0.00,-0.04
NiS2-PC,,NiS2,Ni–Ni–S,82.84,PC,False,False,1466,76.16,37.48,37.47,0.98,0.22
NiS2-PC,,NiS2,S–S–S,96.13,PC,False,False,654,115.68,26.87,26.85,1.05,-0.06
NiS2-PC,,NiS2,Ni–S–S,88.35,PC,False,False,1130,84.76,38.52,38.51,1.15,0.40
NiS2-PC,,NiS2,Ni–S–Ni,100.19,PC,False,False,360,82.71,26.42,26.38,1.39,0.60
NiS2-PC,,NiS2,S–Ni–S,94.59,PC,False,False,701,88.36,36.62,36.60,1.38,0.73
NiS2-PC,,NiS2,Ni–Ni–Ni,87.87,PC,False,False,620,90.00,32.91,32.88,1.32,1.08
NiS2-PC-elecmin,,NiS2,Ni–S–Ni,100.19,PC,False,False,360,82.71,26.42,26.38,1.39,0.60
NiS2-PC-elecmin,,NiS2,Ni–S–S,88.35,PC,False,False,1130,84.76,38.52,38.51,1.15,0.40
NiS2-PC-elecmin,,NiS2,S–Ni–S,94.59,PC,False,False,701,88.36,36.62,36.60,1.38,0.73
NiS2-PC-elecmin,,NiS2,Ni–Ni–S,82.84,PC,False,False,1466,76.16,37.48,37.47,0.98,0.22
NiS2-PC-elecmin,,NiS2,Ni–Ni–Ni,87.87,PC,False,False,620,90.00,32.91,32.88,1.32,1.08
NiS2-PC-elecmin,,NiS2,S–S–S,96.13,PC,False,False,654,115.68,26.87,26.85,1.05,-0.06
NiS2-elecmin,,NiS2,S–S–S,96.13,Vacuum,False,False,654,115.68,26.87,26.85,1.05,-0.06
NiS2-elecmin,,NiS2,Ni–S–S,88.35,Vacuum,False,False,1130,84.76,38.52,38.51,1.15,0.40
NiS2-elecmin,,NiS2,Ni–S–Ni,100.19,Vacuum,False,False,360,82.71,26.42,26.38,1.39,0.60
NiS2-elecmin,,NiS2,S–Ni–S,94.59,Vacuum,False,False,701,88.36,36.62,36.60,1.38,0.73
