name,NaPS,sorbent,Atoms,solvent,electronic_scf,vdw,Count,Mean /°,Median /°,Sam. std. dev.,Pop. std. dev.,Std. error,Skewness
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,S–Na–S,Glyme,True,False,2,92.04,92.04,0.08,0.06,0.06,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
Na2S8-glyme,Na2S8,,Na–S–Na,Glyme,True,False,2,84.54,84.54,0.18,0.12,0.12,nan
