name,NaPS,sorbent,Atoms,Mean,solvent,electronic_scf,vdw,Count,Median,Sam. std. dev.,Pop. std. dev.,Std. error,Skewness
Na2S8-glyme-vdw-elecmin,Na2S8,,S–S–S,111.39,Glyme,False,True,6,111.41,4.87,4.44,1.99,0.01
Na2S8-glyme-vdw-elecmin,Na2S8,,Na–S–Na,98.56,Glyme,False,True,4,95.81,7.71,6.67,3.85,1.72
Na2S8-glyme-vdw-elecmin,Na2S8,,S–Na–S,59.78,Glyme,False,True,30,57.81,22.73,22.35,4.15,0.03
Na2S8-glyme-vdw-elecmin,Na2S8,,S–S–Na,81.90,Glyme,False,True,21,75.60,23.21,22.65,5.07,1.00
Na2S8-vdw,Na2S8,,S–Na–Na,68.18,Vacuum,True,True,12,61.99,19.07,18.26,5.50,0.86
Na2S8-vdw,Na2S8,,S–Na–S,77.65,Vacuum,True,True,34,88.96,32.08,31.60,5.50,-0.12
Na2S8-vdw,Na2S8,,S–S–S,95.13,Vacuum,True,True,9,111.04,34.34,32.38,11.45,-1.60
Na2S8-vdw,Na2S8,,S–S–Na,77.13,Vacuum,True,True,23,73.09,23.83,23.31,4.97,0.70
Na2S8-vdw,Na2S8,,Na–S–Na,67.47,Vacuum,True,True,4,68.60,9.76,8.45,4.88,-0.35
Na2S8-vdw-elecmin,Na2S8,,S–Na–Na,61.72,Vacuum,False,True,14,59.66,14.40,13.88,3.85,0.49
Na2S8-vdw-elecmin,Na2S8,,S–Na–S,77.55,Vacuum,False,True,43,77.34,31.60,31.23,4.82,0.00
Na2S8-vdw-elecmin,Na2S8,,Na–S–Na,64.36,Vacuum,False,True,6,62.44,8.71,7.95,3.56,1.57
Na2S8-vdw-elecmin,Na2S8,,S–S–S,87.08,Vacuum,False,True,17,109.84,40.76,39.55,9.89,-0.47
Na2S8-vdw-elecmin,Na2S8,,S–S–Na,72.49,Vacuum,False,True,34,73.20,19.93,19.63,3.42,0.72
