name,NaPS,sorbent,Atoms,solvent,electronic_scf,vdw,Count,Mean /Å,Median /Å,Sam. std. dev.,Pop. std. dev.,Std. error,Skewness
Na2S2-PC-vdw-elecmin,Na2S2,,S–S,PC,False,True,1,2.1614,2.1614,nan,0.0000,nan,nan
Na2S2-PC-vdw-elecmin,Na2S2,,S–S,PC,False,True,1,2.1614,2.1614,nan,0.0000,nan,nan
Na2S2-elecmin,Na2S2,,S–Na,Vacuum,False,False,4,2.5683,2.5681,0.0004,0.0004,0.0002,1.5424
Na2S2-elecmin,Na2S2,,S–S,Vacuum,False,False,1,2.2208,2.2208,nan,0.0000,nan,nan
Na2S2-glyme,Na2S2,,S–S,Glyme,True,False,1,2.1921,2.1921,nan,0.0000,nan,nan
Na2S2-glyme,Na2S2,,S–S,Glyme,True,False,1,2.1921,2.1921,nan,0.0000,nan,nan
Na2S2-glyme,Na2S2,,S–S,Glyme,True,False,1,2.1921,2.1921,nan,0.0000,nan,nan
Na2S2-glyme,Na2S2,,S–S,Glyme,True,False,1,2.1921,2.1921,nan,0.0000,nan,nan
Na2S2-glyme,Na2S2,,S–S,Glyme,True,False,1,2.1921,2.1921,nan,0.0000,nan,nan
Na2S2-glyme,Na2S2,,S–S,Glyme,True,False,1,2.1921,2.1921,nan,0.0000,nan,nan
Na2S2-glyme,Na2S2,,S–S,Glyme,True,False,1,2.1921,2.1921,nan,0.0000,nan,nan
Na2S2-glyme,Na2S2,,S–S,Glyme,True,False,1,2.1921,2.1921,nan,0.0000,nan,nan
Na2S2-glyme,Na2S2,,S–S,Glyme,True,False,1,2.1921,2.1921,nan,0.0000,nan,nan
Na2S2-glyme,Na2S2,,S–Na,Glyme,True,False,4,2.6723,2.6722,0.0022,0.0019,0.0011,0.3599
Na2S2-glyme,Na2S2,,S–Na,Glyme,True,False,4,2.6723,2.6722,0.0022,0.0019,0.0011,0.3599
Na2S2-glyme,Na2S2,,S–Na,Glyme,True,False,4,2.6723,2.6722,0.0022,0.0019,0.0011,0.3599
Na2S2-glyme,Na2S2,,S–Na,Glyme,True,False,4,2.6723,2.6722,0.0022,0.0019,0.0011,0.3599
Na2S2-glyme,Na2S2,,S–Na,Glyme,True,False,4,2.6723,2.6722,0.0022,0.0019,0.0011,0.3599
Na2S2-glyme,Na2S2,,S–Na,Glyme,True,False,4,2.6723,2.6722,0.0022,0.0019,0.0011,0.3599
Na2S2-glyme,Na2S2,,S–Na,Glyme,True,False,4,2.6723,2.6722,0.0022,0.0019,0.0011,0.3599
Na2S2-glyme,Na2S2,,S–Na,Glyme,True,False,4,2.6723,2.6722,0.0022,0.0019,0.0011,0.3599
Na2S2-glyme,Na2S2,,S–Na,Glyme,True,False,4,2.6723,2.6722,0.0022,0.0019,0.0011,0.3599
Na2S2-glyme-elecmin,Na2S2,,S–S,Glyme,False,False,1,2.1925,2.1925,nan,0.0000,nan,nan
Na2S2-glyme-elecmin,Na2S2,,S–S,Glyme,False,False,1,2.1925,2.1925,nan,0.0000,nan,nan
Na2S2-glyme-elecmin,Na2S2,,S–S,Glyme,False,False,1,2.1925,2.1925,nan,0.0000,nan,nan
Na2S2-glyme-elecmin,Na2S2,,S–S,Glyme,False,False,1,2.1925,2.1925,nan,0.0000,nan,nan
Na2S2-glyme-elecmin,Na2S2,,S–S,Glyme,False,False,1,2.1925,2.1925,nan,0.0000,nan,nan
Na2S2-glyme-elecmin,Na2S2,,S–S,Glyme,False,False,1,2.1925,2.1925,nan,0.0000,nan,nan
Na2S2-glyme-elecmin,Na2S2,,S–S,Glyme,False,False,1,2.1925,2.1925,nan,0.0000,nan,nan
Na2S2-glyme-elecmin,Na2S2,,S–S,Glyme,False,False,1,2.1925,2.1925,nan,0.0000,nan,nan
Na2S2-glyme-elecmin,Na2S2,,S–S,Glyme,False,False,1,2.1925,2.1925,nan,0.0000,nan,nan
Na2S2-glyme-elecmin,Na2S2,,S–S,Glyme,False,False,1,2.1925,2.1925,nan,0.0000,nan,nan
Na2S2-glyme-elecmin,Na2S2,,S–S,Glyme,False,False,1,2.1925,2.1925,nan,0.0000,nan,nan
Na2S2-glyme-elecmin,Na2S2,,S–Na,Glyme,False,False,4,2.6714,2.6711,0.0019,0.0017,0.0010,0.6445
Na2S2-glyme-elecmin,Na2S2,,S–Na,Glyme,False,False,4,2.6714,2.6711,0.0019,0.0017,0.0010,0.6445
Na2S2-glyme-elecmin,Na2S2,,S–Na,Glyme,False,False,4,2.6714,2.6711,0.0019,0.0017,0.0010,0.6445
Na2S2-glyme-elecmin,Na2S2,,S–Na,Glyme,False,False,4,2.6714,2.6711,0.0019,0.0017,0.0010,0.6445
Na2S2-glyme-elecmin,Na2S2,,S–Na,Glyme,False,False,4,2.6714,2.6711,0.0019,0.0017,0.0010,0.6445
Na2S2-glyme-elecmin,Na2S2,,S–Na,Glyme,False,False,4,2.6714,2.6711,0.0019,0.0017,0.0010,0.6445
Na2S2-glyme-elecmin,Na2S2,,S–Na,Glyme,False,False,4,2.6714,2.6711,0.0019,0.0017,0.0010,0.6445
Na2S2-glyme-elecmin,Na2S2,,S–Na,Glyme,False,False,4,2.6714,2.6711,0.0019,0.0017,0.0010,0.6445
Na2S2-glyme-elecmin,Na2S2,,S–Na,Glyme,False,False,4,2.6714,2.6711,0.0019,0.0017,0.0010,0.6445
Na2S2-glyme-elecmin,Na2S2,,S–Na,Glyme,False,False,4,2.6714,2.6711,0.0019,0.0017,0.0010,0.6445
Na2S2-glyme-elecmin,Na2S2,,S–Na,Glyme,False,False,4,2.6714,2.6711,0.0019,0.0017,0.0010,0.6445
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–S,Glyme,True,True,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na2S2,,S–Na,Glyme,True,True,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw-elecmin,Na2S2,,S–Na,Glyme,False,True,4,2.6782,2.6778,0.0038,0.0033,0.0019,0.6173
Na2S2-glyme-vdw-elecmin,Na2S2,,S–Na,Glyme,False,True,4,2.6782,2.6778,0.0038,0.0033,0.0019,0.6173
Na2S2-glyme-vdw-elecmin,Na2S2,,S–Na,Glyme,False,True,4,2.6782,2.6778,0.0038,0.0033,0.0019,0.6173
Na2S2-glyme-vdw-elecmin,Na2S2,,S–Na,Glyme,False,True,4,2.6782,2.6778,0.0038,0.0033,0.0019,0.6173
Na2S2-glyme-vdw-elecmin,Na2S2,,S–Na,Glyme,False,True,4,2.6782,2.6778,0.0038,0.0033,0.0019,0.6173
Na2S2-glyme-vdw-elecmin,Na2S2,,S–Na,Glyme,False,True,4,2.6782,2.6778,0.0038,0.0033,0.0019,0.6173
Na2S2-glyme-vdw-elecmin,Na2S2,,S–S,Glyme,False,True,1,2.1917,2.1917,nan,0.0000,nan,nan
Na2S2-glyme-vdw-elecmin,Na2S2,,S–S,Glyme,False,True,1,2.1917,2.1917,nan,0.0000,nan,nan
Na2S2-glyme-vdw-elecmin,Na2S2,,S–S,Glyme,False,True,1,2.1917,2.1917,nan,0.0000,nan,nan
Na2S2-glyme-vdw-elecmin,Na2S2,,S–S,Glyme,False,True,1,2.1917,2.1917,nan,0.0000,nan,nan
Na2S2-glyme-vdw-elecmin,Na2S2,,S–S,Glyme,False,True,1,2.1917,2.1917,nan,0.0000,nan,nan
Na2S2-glyme-vdw-elecmin,Na2S2,,S–S,Glyme,False,True,1,2.1917,2.1917,nan,0.0000,nan,nan
Na2S2-vdw,Na2S2,,S–S,Vacuum,True,True,1,2.2224,2.2224,nan,0.0000,nan,nan
Na2S2-vdw,Na2S2,,S–S,Vacuum,True,True,1,2.2224,2.2224,nan,0.0000,nan,nan
Na2S2-vdw,Na2S2,,S–Na,Vacuum,True,True,4,2.5695,2.5695,0.0002,0.0002,0.0001,0.3410
Na2S2-vdw,Na2S2,,S–Na,Vacuum,True,True,4,2.5695,2.5695,0.0002,0.0002,0.0001,0.3410
Na2S2-vdw-elecmin,Na2S2,,S–Na,Vacuum,False,True,4,2.5695,2.5695,0.0002,0.0002,0.0001,0.3410
Na2S2-vdw-elecmin,Na2S2,,S–S,Vacuum,False,True,1,2.2224,2.2224,nan,0.0000,nan,nan
Na2S4,Na2S4,,Na–Na,Vacuum,True,False,1,3.5537,3.5537,nan,0.0000,nan,nan
Na2S4,Na2S4,,S–Na,Vacuum,True,False,6,2.7197,2.7247,0.0182,0.0166,0.0074,-0.5714
Na2S4,Na2S4,,S–S,Vacuum,True,False,3,2.0994,2.0990,0.0013,0.0011,0.0008,1.3484
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
Na2S4-PC,Na2S4,,S–S,PC,True,False,3,2.0815,2.0850,0.0065,0.0053,0.0038,-1.7207
